"activities" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-X.1" "tBodyAcc-mean()-X.2" "tBodyAcc-mean()-X.3" "tBodyAcc-mean()-X.4" "tBodyAcc-mean()-X.5" "tBodyAcc-mean()-X.6" "tBodyAcc-mean()-X.7" "tBodyAcc-mean()-X.8" "tBodyAcc-mean()-X.9" "tBodyAcc-mean()-X.10" "tBodyAcc-mean()-X.11" "tBodyAcc-mean()-X.12" "tBodyAcc-mean()-X.13" "tBodyAcc-mean()-X.14" "tBodyAcc-mean()-X.15" "tBodyAcc-mean()-X.16" "tBodyAcc-mean()-X.17" "tBodyAcc-mean()-X.18" "tBodyAcc-mean()-X.19" "tBodyAcc-mean()-X.20" "tBodyAcc-mean()-X.21" "tBodyAcc-mean()-X.22" "tBodyAcc-mean()-X.23" "tBodyAcc-mean()-X.24" "tBodyAcc-mean()-X.25" "tBodyAcc-mean()-X.26" "tBodyAcc-mean()-X.27" "tBodyAcc-mean()-X.28" "tBodyAcc-mean()-X.29" "tBodyAcc-mean()-X.30" "tBodyAcc-mean()-X.31" "tBodyAcc-mean()-X.32" "tBodyAcc-mean()-X.33" "tBodyAcc-mean()-X.34" "tBodyAcc-mean()-X.35" "tBodyAcc-mean()-X.36" "tBodyAcc-mean()-X.37" "tBodyAcc-mean()-X.38" "tBodyAcc-mean()-X.39" "tBodyAcc-mean()-X.40" "tBodyAcc-mean()-X.41" "tBodyAcc-mean()-X.42" "tBodyAcc-mean()-X.43" "tBodyAcc-mean()-X.44" "tBodyAcc-mean()-X.45" "tBodyAcc-mean()-X.46" "tBodyAcc-mean()-X.47" "tBodyAcc-mean()-X.48" "tBodyAcc-mean()-X.49" "tBodyAcc-mean()-X.50" "tBodyAcc-mean()-X.51" "tBodyAcc-mean()-X.52" "tBodyAcc-mean()-X.53" "tBodyAcc-mean()-X.54" "tBodyAcc-mean()-X.55" "tBodyAcc-mean()-X.56" "tBodyAcc-mean()-X.57" "tBodyAcc-mean()-X.58" "tBodyAcc-mean()-X.59" "tBodyAcc-mean()-X.60" "tBodyAcc-mean()-X.61" "tBodyAcc-mean()-X.62" "tBodyAcc-mean()-X.63" "tBodyAcc-mean()-X.64" "tBodyAcc-mean()-X.65" "tBodyAcc-mean()-X.66" "tBodyAcc-mean()-X.67" "tBodyAcc-mean()-X.68" "tBodyAcc-mean()-X.69" "tBodyAcc-mean()-X.70" "tBodyAcc-mean()-X.71" "tBodyAcc-mean()-X.72" "tBodyAcc-mean()-X.73" "tBodyAcc-mean()-X.74" "tBodyAcc-mean()-X.75" "tBodyAcc-mean()-X.76" "tBodyAcc-mean()-X.77" "tBodyAcc-mean()-X.78"
"WALKING" 1 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842 0.277330758736842
"WALKING" 2 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678 0.276426586440678
"WALKING" 3 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966 0.275567462068966
"WALKING" 4 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667 0.278582015166667
"WALKING" 5 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625 0.27784234625
"WALKING" 6 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175 0.283658868070175
"WALKING" 7 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386 0.275592961754386
"WALKING" 8 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631 0.27468631
"WALKING" 9 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385 0.278502842115385
"WALKING" 10 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774 0.278574076603774
